"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"35","Daniel Sedin","VAN","L","38","1980-09-26","Ornskoldsvik","","SWE","SWE","73","190","1999","VAN","1","2","2"
"880","Daniel Sprong","PIT","R","21","1997-03-17","Amsterdam","","NLD","NLD","72","180","2015","PIT","2","16","46"
"204","Daniel Winnik","TOR, WSH","L","33","1985-03-06","Toronto","ON","CAN","CAN","74","210","2004","PHX","9","7","265"
"773","Danny DeKeyser","DET","D","28","1990-03-07","Detroit","MI","USA","USA","75","192","-","-","-","-","-"
"813","Darnell Nurse","EDM","D","23","1995-02-04","Hamilton","ON","CAN","CAN","76","221","2013","EDM","1","7","7"
"622","Darren Dietz","MTL","D","25","1993-07-17","Medicine Hat","AB","CAN","CAN","73","201","2011","MTL","5","17","138"
"241","Darren Helm","DET","C","31","1987-01-21","St. Andrews","MB","CAN","CAN","72","196","2005","DET","5","7","132"
"178","Dave Bolland","FLA","C","32","1986-06-05","Mimico","ON","CAN","CAN","72","188","2004","CHI","2","2","32"
"514","Dave Dziurzynski","OTT","L","29","1989-10-06","Lloydminster","AB","CAN","CAN","75","224","-","-","-","-","-"
"145","David Backes","STL","R","34","1984-05-01","Minneapolis","MN","USA","USA","75","215","2003","STL","2","32","62"
"165","David Clarkson","CBJ","R","34","1984-03-31","Toronto","ON","CAN","CAN","72","207","-","-","-","-","-"
"253","David Desharnais","MTL","C","32","1986-09-14","Laurier-Station","QC","CAN","CAN","67","180","-","-","-","-","-"
"163","David Jones","CGY, MIN","R","34","1984-08-10","Guelph","ON","CAN","CAN","75","208","2003","COL","9","27","288"
"185","David Krejci","BOS","C","32","1986-04-28","Sternberk","","CZE","CZE","72","188","2004","BOS","2","33","63"
"21","David Legwand","BUF","C","38","1980-08-17","Detroit","MI","USA","USA","74","207","1998","NSH","1","2","2"
"864","David Pastrnak","BOS","R","22","1996-05-25","Havirov","","CZE","CZE","72","194","2014","BOS","1","25","25"
"342","David Perron","ANA, PIT","L","30","1988-05-28","Sherbrooke","QC","CAN","CAN","72","200","2007","STL","1","26","26"
"461","David Rundblad","CHI","D","28","1990-10-08","Lycksele","","SWE","SWE","74","187","2009","STL","1","17","17"
"485","David Savard","CBJ","D","28","1990-10-22","St. Hyacinthe","QC","CAN","CAN","74","227","2009","CBJ","4","3","94"
"302","David Schlemko","N.J","D","31","1987-05-07","Edmonton","AB","CAN","CAN","73","191","-","-","-","-","-"
"403","David Warsofsky","N.J, PIT","D","28","1990-05-30","Marshfield","MA","USA","USA","69","170","2008","STL","4","4","95"
"890","Dean Kukan","CBJ","D","25","1993-07-08","Volketswil","","CHE","CHE","74","186","-","-","-","-","-"
"842","Dennis Everberg","COL","R","26","1991-12-31","Vasteras","","SWE","SWE","76","205","-","-","-","-","-"
"847","Dennis Rasmussen","CHI","C","28","1990-07-03","Vasteras","","SWE","SWE","75","192","-","-","-","-","-"
"81","Dennis Seidenberg","BOS","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"89","Dennis Wideman","CGY","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
"263","Derek Dorsett","VAN","R","31","1986-12-20","Kindersley","SK","CAN","CAN","72","192","2006","CBJ","7","6","189"
"542","Derek Forbort","L.A","D","26","1992-03-04","Duluth","MN","USA","USA","76","219","2010","L.A","1","15","15"
"408","Derek Grant","CGY","C","28","1990-04-20","Abbotsford","BC","CAN","CAN","75","215","2008","OTT","4","28","119"
"40","Derek MacKenzie","FLA","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","177","1999","ATL","5","2","128"
"893","Derek Ryan","CAR","C","31","1986-12-29","Spokane","WA","USA","USA","71","185","-","-","-","-","-"
"394","Derek Stepan","NYR","C","28","1990-06-18","Hastings","MN","USA","USA","72","196","2008","NYR","2","21","51"
"282","Derick Brassard","NYR","C","31","1987-09-22","Hull","QC","CAN","CAN","73","202","2006","CBJ","1","6","6"
"727","Derrick Pouliot","PIT","D","24","1994-01-16","Estevan","SK","CAN","CAN","72","196","2012","PIT","1","8","8"
"61","Deryk Engelland","CGY","D","36","1982-04-03","Edmonton","AB","CAN","CAN","74","214","2000","N.J","6","27","194"
"538","Devante Smith-Pelly","MTL, N.J","R","26","1992-06-14","Scarborough","ON","CAN","CAN","72","223","2010","ANA","2","12","42"
"741","Devin Shore","DAL","C","24","1994-07-19","Ajax","ON","CAN","CAN","72","205","2012","DAL","2","31","61"
"124","Dion Phaneuf","OTT, TOR","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","222","2003","CGY","1","9","9"
"650","Dmitrij Jaskin","STL","R","25","1993-03-23","Omsk","","RUS","CZE","74","216","2011","STL","2","11","41"
"458","Dmitry Kulikov","FLA","D","28","1990-10-29","Lipetsk","","RUS","RUS","73","204","2009","FLA","1","14","14"
"472","Dmitry Orlov","WSH","D","27","1991-07-23","Novokuznetsk","","RUS","RUS","71","212","2009","WSH","2","25","55"
"57","Dominic Moore","NYR","C","38","1980-08-03","Thornhill","ON","CAN","CAN","72","192","2000","NYR","3","30","95"
"894","Dominik Simon","PIT","C","24","1994-08-08","Prague","","CZE","CZE","71","190","2015","PIT","5","16","137"
"672","Dougie Hamilton","CGY","D","25","1993-06-17","Toronto","ON","CAN","CAN","78","229","2011","BOS","1","9","9"
"368","Drew Doughty","L.A","D","29","1989-12-08","London","ON","CAN","CAN","73","202","2008","L.A","1","2","2"
"155","Drew Miller","DET","L","34","1984-02-17","Dover","NJ","USA","USA","74","183","2003","ANA","6","19","186"
"477","Drew Shore","CGY","C","27","1991-01-29","Denver","CO","USA","USA","75","205","2009","FLA","2","14","44"
"172","Drew Stafford","WPG","R","33","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"112","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"126","Dustin Brown","L.A","R","34","1984-11-04","Ithaca","NY","USA","USA","72","210","2003","L.A","1","13","13"
"159","Dustin Byfuglien","WPG","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"346","Dustin Jeffrey","ARI","L","30","1988-02-27","Sarnia","ON","CAN","CAN","73","205","2007","PIT","6","20","171"
"341","Dwight King","L.A","L","29","1989-07-05","Meadow Lake","SK","CAN","CAN","76","229","2007","L.A","4","18","109"
"614","Dylan DeMelo","S.J","D","25","1993-05-01","London","ON","CAN","CAN","73","195","2011","S.J","6","28","179"
"859","Dylan Larkin","DET","C","22","1996-07-30","Waterford","MI","USA","USA","73","198","2014","DET","1","15","15"
"563","Dylan McIlrath","NYR","D","26","1992-04-20","Winnipeg","MB","CAN","CAN","77","236","2010","NYR","1","10","10"
"437","Dylan Olsen","FLA","D","27","1991-01-03","Salt Lake City","UT","USA","CAN","74","223","2009","CHI","1","28","28"
"811","Elias Lindholm","CAR","C","24","1994-12-02","Boden","","SWE","SWE","73","195","2013","CAR","1","5","5"
"549","Emerson Etem","NYR, VAN","L","26","1992-06-16","Long Beach","CA","USA","USA","73","212","2010","ANA","1","29","29"
"805","Emile Poirier","CGY","L","23","1994-12-14","Montreal","QC","CAN","CAN","74","196","2013","CGY","1","22","22"
"3","Eric Boulton","NYI","L","42","1976-08-17","Halifax","NS","CAN","CAN","72","227","1994","NYR","9","26","234"
"130","Eric Fehr","PIT","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","209","2003","WSH","1","18","18"
"471","Eric Gelinas","COL, N.J","D","27","1991-05-08","Vanier","ON","CAN","CAN","76","215","2009","N.J","2","24","54"
"270","Eric Gryba","EDM","D","30","1988-04-14","Saskatoon","SK","CAN","CAN","76","222","2006","OTT","3","5","68"
"104","Eric Nystrom","NSH","L","35","1983-02-14","Syosset","NY","USA","USA","73","200","2002","CGY","1","10","10"
"367","Eric Selleck","ARI","L","31","1987-10-20","Brockville","ON","CAN","CAN","74","208","-","-","-","-","-"
"119","Eric Staal","CAR, NYR","C","34","1984-10-29","Thunder Bay","ON","CAN","CAN","76","207","2003","CAR","1","2","2"
"320","Eric Tangradi","DET","L","29","1989-02-10","Philadelphia","PA","USA","USA","76","226","2007","ANA","2","12","42"
"296","Erik Condra","T.B","R","32","1986-08-06","Trenton","MI","USA","USA","71","185","2006","OTT","7","28","211"
"558","Erik Gudbranson","FLA","D","26","1992-01-07","Ottawa","ON","CAN","CAN","77","217","2010","FLA","1","3","3"
"759","Erik Gustafsson","CHI","D","26","1992-03-14","Nynashamn","","SWE","SWE","72","197","2012","EDM","4","2","93"
"497","Erik Haula","MIN","C, L","27","1991-03-23","Pori","","FIN","FIN","72","193","2009","MIN","7","1","182"
"264","Erik Johnson","COL","D","30","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"379","Erik Karlsson","OTT","D","28","1990-05-31","Landsbro","","SWE","SWE","72","190","2008","OTT","1","15","15"
"737","Esa Lindell","DAL","D","24","1994-05-23","Vantaa","","FIN","FIN","75","215","2012","DAL","3","13","74"
"883","Evan Rodrigues","BUF","L","25","1993-07-28","Toronto","ON","CAN","CAN","71","176","-","-","-","-","-"
"449","Evander Kane","BUF","L","27","1991-08-02","Vancouver","BC","CAN","CAN","74","210","2009","ATL","1","4","4"
"168","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"528","Evgeny Kuznetsov","WSH","C","26","1992-05-19","Chelyabinsk","","RUS","RUS","74","204","2010","WSH","1","26","26"
"887","Evgeny Medvedev","PHI","D","36","1982-08-27","Chelyabinsk","","RUS","RUS","75","187","-","-","-","-","-"
"71","Fedor Tyutin","CBJ","D","35","1983-07-19","Izhevsk","","RUS","RUS","74","221","2001","NYR","2","10","40"
"730","Filip Forsberg","NSH","L","24","1994-08-13","Ostervala","","SWE","SWE","73","205","2012","WSH","1","11","11"
"28","Francois Beauchemin","COL","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"610","Frank Corrado","TOR","D","25","1993-03-26","Toronto","ON","CAN","CAN","72","205","2011","VAN","5","29","150"
"871","Frank Vatrano","BOS","C","24","1994-03-14","East Longmeadow","MA","USA","USA","69","201","-","-","-","-","-"
"98","Frans Nielsen","NYI","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"585","Freddie Hamilton","CGY","C","26","1992-01-01","Toronto","ON","CAN","CAN","73","195","2010","S.J","5","9","129"
"826","Frederik Gauthier","TOR","C","23","1995-04-26","Laval","QC","CAN","CAN","77","235","2013","TOR","1","21","21"
"620","Fredrik Claesson","OTT","D","26","1992-11-24","Stockholm","","SWE","SWE","73","196","2011","OTT","5","5","126"
"493","Gabriel Bourque","NSH","L","28","1990-09-23","Rimouski","QC","CAN","CAN","70","206","2009","NSH","5","11","132"
"665","Gabriel Landeskog","COL","L","26","1992-11-23","Stockholm","","SWE","SWE","73","215","2011","COL","1","2","2"
"843","Garnet Hathaway","CGY","R","27","1991-11-23","Kennebunkport","ME","USA","USA","74","210","-","-","-","-","-"
"491","Garrett Wilson","FLA","L","27","1991-03-16","Barrie","ON","CAN","CAN","74","199","2009","FLA","4","16","107"
"525","Greg McKegg","FLA","C","26","1992-06-17","St. Thomas","ON","CAN","CAN","72","191","2010","TOR","3","2","62"
"410","Greg Pateryn","MTL","D","28","1990-06-20","Sterling Heights","MI","USA","USA","75","223","2008","TOR","5","7","128"
"102","Gregory Campbell","CBJ","C","34","1983-12-17","London","ON","CAN","CAN","72","188","2002","FLA","3","4","67"
"709","Griffin Reinhart","EDM","D","24","1994-01-24","North Vancouver","BC","CAN","CAN","76","212","2012","NYI","1","4","4"
"407","Gustav Nyquist","DET","R","29","1989-09-01","Halmstad","","SWE","SWE","71","184","2008","DET","4","30","121"
"803","Gustav Olofsson","MIN","D","24","1994-12-01","Boras","","SWE","SWE","75","194","2013","MIN","2","16","46"
"711","Hampus Lindholm","ANA","D","24","1994-01-20","Helsingborg","","SWE","SWE","75","211","2012","ANA","1","6","6"
"597","Harry Zolnierczyk","ANA","L","31","1987-09-01","Toronto","ON","CAN","CAN","71","180","-","-","-","-","-"
"36","Henrik Sedin","VAN","C","38","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"41","Henrik Zetterberg","DET","L","38","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"780","Hudson Fasching","BUF","R","23","1995-07-28","Milwaukee","WI","USA","USA","75","188","2013","L.A","4","27","118"
"792","Hunter Shinkaruk","CGY, VAN","C","24","1994-10-13","Calgary","AB","CAN","CAN","70","181","2013","VAN","1","24","24"
"317","Ian Cole","PIT","D","29","1989-02-21","Ann Arbor","MI","USA","USA","73","219","2007","STL","1","18","18"
"615","Iiro Pakarinen","EDM","R","27","1991-08-25","Loviisa","","FIN","FIN","73","212","2011","FLA","7","3","184"
"701","J.T. Brown","T.B","R","28","1990-07-02","Burnsville","MN","USA","USA","70","166","-","-","-","-","-"
"677","J.T. Miller","NYR","L","25","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"755","Jaccob Slavin","CAR","D","24","1994-05-01","Denver","CO","USA","USA","75","207","2012","CAR","4","29","120"
"877","Jack Eichel","BUF","C","22","1996-10-28","North Chelmsford","MA","USA","USA","74","200","2015","BUF","1","2","2"
"214","Jack Johnson","CBJ","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"216","Jack Skille","COL","R","31","1987-05-19","Madison","WI","USA","USA","73","216","2005","CHI","1","7","7"
"799","Jacob De La Rose","MTL","L","23","1995-05-20","Arvika","","SWE","SWE","75","216","2013","MTL","2","4","34"
"463","Jacob Josefson","N.J","C","27","1991-03-02","Stockholm","","SWE","SWE","72","196","2009","N.J","1","20","20"
"728","Jacob Trouba","WPG","D","24","1994-02-26","Rochester","MI","USA","USA","75","202","2012","WPG","1","9","9"
"547","Jaden Schwartz","STL","L","26","1992-06-25","Wilcox","SK","CAN","CAN","70","190","2010","STL","1","14","14"
"381","Jake Gardiner","TOR","D","28","1990-07-04","Minnetonka","MN","USA","USA","74","203","2008","ANA","1","17","17"
"748","Jake McCabe","BUF","D","25","1993-10-12","Eau Claire","WI","USA","USA","73","206","2012","BUF","2","14","44"
"353","Jake Muzzin","L.A","D","29","1989-02-21","Woodstock","ON","CAN","CAN","75","213","2007","PIT","5","20","141"
"854","Jake Virtanen","VAN","R","22","1996-08-17","New Westminster","BC","CAN","CAN","73","226","2014","VAN","1","6","6"
"444","Jakob Silfverberg","ANA","R","28","1990-10-13","Gävle","","SWE","SWE","74","204","2009","OTT","2","9","39"
"220","Jakub Kindl","DET, FLA","D","31","1987-02-10","Sumperk","","CZE","CZE","75","199","2005","DET","1","19","19"
"886","Jakub Nakladal","CGY","D","30","1987-12-30","Hradec Králové","","CZE","CZE","74","212","-","-","-","-","-"
"352","Jakub Voracek","PHI","R","29","1989-08-15","Kladno","","CZE","CZE","74","214","2007","CBJ","1","7","7"
"225","James Neal","NSH","L, R","31","1987-09-03","Whitby","ON","CAN","CAN","74","212","2005","DAL","2","3","33"
"324","James van Riemsdyk","TOR","L","29","1989-05-04","Middletown","NJ","USA","USA","75","217","2007","PHI","1","2","2"
"108","James Wisniewski","CAR","D","34","1984-02-21","Canton","MI","USA","USA","71","203","2002","CHI","5","25","156"
"312","Jamie Benn","DAL","L","29","1989-07-18","Victoria","BC","CAN","CAN","74","205","2007","DAL","5","8","129"
"291","Jamie McBain","L.A","D","30","1988-02-25","Edina","MN","USA","USA","73","195","2006","CAR","2","33","63"
"268","Jamie McGinn","ANA, BUF","L","30","1988-08-05","Fergus","ON","CAN","CAN","73","205","2006","S.J","2","6","36"
"676","Jamie Oleksiak","DAL","D","25","1992-12-21","Toronto","ON","CAN","CAN","79","255","2011","DAL","1","14","14"
"206","Jannik Hansen","VAN","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"239","Jared Boll","CBJ","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"453","Jared Cowen","OTT","D","27","1991-01-25","Saskatoon","SK","CAN","CAN","77","238","2009","OTT","1","9","9"
"863","Jared McCann","VAN","C","22","1996-05-31","Stratford","ON","CAN","CAN","73","185","2014","VAN","1","24","24"
"415","Jared Spurgeon","MIN","D","29","1989-11-29","Edmonton","AB","CAN","CAN","69","167","2008","NYI","6","5","156"
"5","Jarome Iginla","COL","R","41","1977-07-01","Edmonton","AB","CAN","CAN","73","210","1995","DAL","1","11","11"
"1","Jaromir Jagr","FLA","R","46","1972-02-15","Kladno","","CZE","CZE","75","230","1990","PIT","1","5","5"
"565","Jarred Tinordi","ARI, MTL","D","26","1992-02-20","Burnsville","MN","USA","USA","78","230","2010","MTL","1","22","22"
"54","Jarret Stoll","MIN, NYR","C","36","1982-06-24","Melville","SK","CAN","CAN","73","216","2002","EDM","2","6","36"
"15","Jason Chimera","WSH","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"360","Jason Demers","DAL","D","30","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"796","Jason Dickinson","DAL","C","23","1995-07-04","Georgetown","ON","CAN","CAN","74","200","2013","DAL","1","29","29"
"366","Jason Garrison","T.B","D","34","1984-11-13","White Rock","BC","CAN","CAN","73","218","-","-","-","-","-"
"74","Jason Pominville","MIN","R","36","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"63","Jason Spezza","DAL","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","215","2001","OTT","1","2","2"
"520","Jason Zucker","MIN","L","26","1992-01-16","Newport Beach","CA","USA","USA","71","183","2010","MIN","2","29","59"
"363","Jay Beagle","WSH","C","33","1985-10-16","Calgary","AB","CAN","CAN","75","210","-","-","-","-","-"
"99","Jay Bouwmeester","STL","D","35","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"75","Jay McClement","CAR","C","35","1983-03-02","Kingston","ON","CAN","CAN","73","205","2001","STL","2","27","57"
"769","Jayson Megna","NYR","C","28","1990-02-01","Fort Lauderdale","FL","USA","USA","73","195","-","-","-","-","-"
"768","JC Lipon","WPG","R","25","1993-07-10","Regina","SK","CAN","CAN","72","183","2013","WPG","3","30","91"
"640","Jean-Gabriel Pageau","OTT","C","26","1992-11-11","Ottawa","ON","CAN","CAN","70","184","2011","OTT","4","5","96"
"125","Jeff Carter","L.A","C","33","1985-01-01","London","ON","CAN","CAN","75","219","2003","PHI","1","11","11"
"276","Jeff Petry","MTL","D","30","1987-12-09","Ann Arbor","MI","USA","USA","75","197","2006","EDM","2","15","45"
"176","Jeff Schultz","L.A","D","32","1986-02-25","Calgary","AB","CAN","CAN","78","225","2004","WSH","1","27","27"
"555","Jeff Skinner","CAR","L","26","1992-05-16","Toronto","ON","CAN","CAN","71","187","2010","CAR","1","7","7"
"704","Jeremy Welsh","STL","C","30","1988-04-30","Bayfield","ON","CAN","CAN","75","210","-","-","-","-","-"
"581","Jesper Fast","NYR","R","27","1991-12-02","Nassjo","","SWE","SWE","72","192","2010","NYR","6","7","157"
"319","Jim O'Brien","N.J","C","29","1989-01-29","Maplewood","MN","USA","USA","75","195","2007","OTT","1","29","29"
"397","Jimmy Hayes","BOS","R","29","1989-11-21","Dorchester","MA","USA","USA","77","215","2008","TOR","2","30","60"
"106","Jiri Hudler","CGY, FLA","R","34","1984-01-04","Olomouc","","CZE","CZE","70","190","2002","DET","2","28","58"
"870","Jiri Sekac","ANA, ARI, CHI","L","26","1992-06-10","Kladno","","CZE","CZE","73","185","-","-","-","-","-"
"272","Jiri Tlusty","N.J","L","30","1988-03-16","Slany","","CZE","CZE","72","205","2006","TOR","1","13","13"
"355","Joakim Andersson","DET","C","29","1989-02-05","Munkedal","","SWE","SWE","74","211","2007","DET","3","27","88"
"569","Joakim Nordstrom","CAR","L","26","1992-02-25","Stockholm","","SWE","SWE","73","194","2010","CHI","3","30","90"
"378","Joe Colborne","CGY","C","28","1990-01-30","Calgary","AB","CAN","CAN","77","221","2008","BOS","1","16","16"
"684","Joe Morrow","BOS","D","25","1992-12-09","Edmonton","AB","CAN","CAN","72","196","2011","PIT","1","23","23"
"156","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","190","2003","S.J","7","8","205"
"12","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"246","Joe Vitale","ARI","C","33","1985-08-20","St. Louis","MO","USA","USA","71","205","2005","PIT","7","1","195"
"678","Joel Armia","WPG","R","25","1993-05-31","Pori","","FIN","FIN","75","210","2011","BUF","1","16","16"
"655","Joel Edmundson","STL","D","25","1993-06-28","Brandon","MB","CAN","CAN","76","215","2011","STL","2","16","46"
"833","Joel Hanley","MTL","D","27","1991-06-08","Keswick","ON","CAN","CAN","71","190","-","-","-","-","-"
"779","Joel Vermin","T.B","R","26","1992-02-05","Bern","","CHE","CHE","71","192","2013","T.B","7","5","186"
"43","Joel Ward","S.J","R","38","1980-12-02","North York","ON","CAN","CAN","73","225","-","-","-","-","-"
"107","Joffrey Lupul","TOR","L","35","1983-09-23","Fort Saskatchewan","AB","CAN","CAN","73","206","2002","ANA","1","7","7"
"190","Johan Franzen","DET","R","38","1979-12-23","Vetlanda","","SWE","SWE","76","232","2004","DET","3","32","97"
"523","Johan Larsson","BUF","C","26","1992-07-25","Lau","","SWE","SWE","71","202","2010","MIN","2","26","56"
"386","John Carlson","WSH","D","28","1990-01-10","Natick","MA","USA","USA","75","218","2008","WSH","1","27","27"
"587","John Klingberg","DAL","D","26","1992-08-14","Gothenburg","","SWE","SWE","74","180","2010","DAL","5","11","131"
"287","John McCarthy","S.J","C","32","1986-08-09","Boston","MA","USA","USA","73","195","2006","S.J","7","19","202"
"536","John McFarland","FLA","L","26","1992-04-02","Richmond Hill","ON","CAN","CAN","72","211","2010","FLA","2","3","33"
"151","John Mitchell","COL","C","33","1985-01-22","Oakville","ON","CAN","CAN","73","204","2003","TOR","5","22","158"
"464","John Moore","N.J","D","28","1990-11-19","Winnetka","IL","USA","USA","74","210","2009","CBJ","1","21","21"
"575","John Ramage","CBJ","D","27","1991-02-07","Mississauga","ON","CAN","CAN","72","188","2010","CGY","4","13","103"
"303","John Scott","ARI, MTL","L","36","1982-09-26","Edmonton","AB","CAN","CAN","80","260","-","-","-","-","-"
"446","John Tavares","NYI","C","28","1990-09-20","Mississauga","ON","CAN","CAN","73","209","2009","NYI","1","1","1"
"60","John-Michael Liles","BOS, CAR","D","38","1980-11-25","Indianapolis","IN","USA","USA","70","185","2000","COL","5","29","159"
"105","Johnny Boychuk","NYI","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"617","Johnny Gaudreau","CGY","L","25","1993-08-13","Salem","NJ","USA","USA","69","165","2011","CGY","4","13","104"
"85","Johnny Oduya","DAL","D","37","1981-10-01","Stockholm","","SWE","SWE","72","191","2001","WSH","7","25","221"
"532","Jon Merrill","N.J","D","26","1992-02-03","Oklahoma City","OK","USA","USA","75","205","2010","N.J","2","8","38"
"673","Jonas Brodin","MIN","D","25","1993-07-12","Karlstad","","SWE","SWE","73","198","2011","MIN","1","10","10"
"809","Jonathan Drouin","T.B","L","23","1995-03-28","Ste-Agathe","QC","CAN","CAN","72","193","2013","T.B","1","3","3"
"114","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"666","Jonathan Huberdeau","FLA","L","25","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","200","2011","FLA","1","3","3"
"693","Jonathan Marchessault","T.B","C","27","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","174","-","-","-","-","-"
"298","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"574","Joonas Donskoi","S.J","R","26","1992-04-13","Raahe","","FIN","FIN","72","190","2010","FLA","4","9","99"
"888","Joonas Kemppainen","BOS","C","30","1988-04-07","Kajaani","","FIN","FIN","75","223","-","-","-","-","-"
"435","Jordan Caron","STL","R","28","1990-11-02","Sayabec","QC","CAN","CAN","75","204","2009","BOS","1","25","25"
"383","Jordan Eberle","EDM","C, R","28","1990-05-15","Regina","SK","CAN","CAN","71","187","2008","EDM","1","22","22"
"745","Jordan Martinook","ARI","L","26","1992-07-25","Brandon","MB","CAN","CAN","72","196","2012","PHX","2","28","58"
"503","Jordan Nolan","L.A","C","29","1989-06-23","Garden River, First Nations","ON","CAN","CAN","75","219","2009","L.A","7","5","186"
"839","Jordan Oesterle","EDM","D","26","1992-06-25","Dearborn Heights","MI","USA","USA","72","182","-","-","-","-","-"
"433","Jordan Schroeder","MIN","C","28","1990-09-29","Lakeville","MN","USA","USA","69","170","2009","VAN","1","22","22"
"278","Jordan Staal","CAR","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"527","Jordan Weal","L.A, PHI","C","26","1992-04-15","North Vancouver","BC","CAN","CAN","70","179","2010","L.A","3","10","70"
"425","Jordie Benn","DAL","D","31","1987-07-26","Victoria","BC","CAN","CAN","74","199","-","-","-","-","-"
"78","Jordin Tootoo","N.J","R","35","1983-02-02","Churchill","MB","CAN","CAN","69","195","2001","NSH","4","2","98"
"398","Jori Lehtera","STL","C","30","1987-12-23","Helsinki","","FIN","FIN","74","212","2008","STL","3","4","65"
"764","Joseph Blandisi","N.J","L","24","1994-07-18","Markham","ON","CAN","CAN","72","187","2012","COL","6","11","162"
"760","Josh Anderson","CBJ","R","24","1994-05-07","Burlington","ON","CAN","CAN","75","221","2012","CBJ","4","4","95"
"613","Josh Archibald","PIT","R","26","1992-10-06","Regina","SK","CAN","CAN","70","176","2011","PIT","6","23","174"
"376","Josh Bailey","NYI","R","29","1989-10-02","Bowmanville","ON","CAN","CAN","73","212","2008","NYI","1","9","9"
"115","Josh Gorges","BUF","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"830","Josh Jooris","CGY","R","28","1990-07-14","Burlington","ON","CAN","CAN","73","198","-","-","-","-","-"
"637","Josh Leivo","TOR","L","25","1993-05-26","Innisfil","ON","CAN","CAN","74","192","2011","TOR","3","25","86"
"611","Josh Manson","ANA","D","27","1991-10-07","Hinsdale","IL","USA","CAN","75","216","2011","ANA","6","9","160"
"818","Josh Morrissey","WPG","D","23","1995-03-28","Calgary","AB","CAN","CAN","72","195","2013","WPG","1","13","13"
"742","Jujhar Khaira","EDM","L","24","1994-08-13","Surrey","BC","CAN","CAN","76","212","2012","EDM","3","2","63"
"572","Julian Melchiori","WPG","D","27","1991-12-06","Richmond Hill","ON","CAN","CAN","77","222","2010","ATL","3","27","87"
"83","Jussi Jokinen","FLA","L","35","1983-04-01","Kalajoki","","FIN","FIN","72","191","2001","DAL","6","27","192"
"228","Justin Abdelkader","DET","L","31","1987-02-25","Muskegon","MI","USA","USA","74","214","2005","DET","2","12","42"
"804","Justin Bailey","BUF","R","23","1995-07-01","Buffalo","NY","USA","USA","76","214","2013","BUF","2","22","52"
"321","Justin Braun","S.J","D","31","1987-02-10","Minneapolis","MN","USA","USA","74","205","2007","S.J","7","20","201"
"311","Justin Falk","CBJ","D","30","1988-10-11","Snowflake","MB","CAN","CAN","77","223","2007","MIN","4","19","110"
"533","Justin Faulk","CAR","D","26","1992-03-20","South St.Paul","MN","USA","USA","72","217","2010","CAR","2","7","37"
